InsightId,Individual_Id,Event_Timestamp,Current_Sentiment,Lifestyle_Quotient,Health_Profile,Fitness_Milestone,Purchase_Intent,Favourite_Brand,Favourite_Destination,Hobby,Imminent_Event,data_source,Individual_Name,Individual_FirstName,Individual_LastName,Individual_Email,Individual_Phone
INSIGHT_0191,0PKKX000000Tfiz4AC,2025-10-06T04:13:48.700636,Frustrated,Luxury Seeker,Stressed,Champion,Immediate,Mercedes,Iceland,Running,Flight to Hawaii departing in 3 days,synthetic_insights,Kunal Ahmed,Kunal,Ahmed,kunal.ahmed@hotmail.com,+919797109746
INSIGHT_0192,0PKKX000000Tfiz4AC,2025-08-03T10:41:48.700636,Frustrated,Luxury Seeker,Stressed,Champion,Not Interested,Mercedes,Iceland,Running,Scheduled car service appointment tomorrow,synthetic_insights,Kunal Ahmed,Kunal,Ahmed,kunal.ahmed@hotmail.com,+919797109746
INSIGHT_0193,0PKKX000000Tfiz4AC,2025-08-07T15:18:48.700636,Frustrated,Luxury Seeker,Sick,Champion,Very High,Mercedes,Iceland,Running,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Kunal Ahmed,Kunal,Ahmed,kunal.ahmed@hotmail.com,+919797109746
INSIGHT_0194,0PKKX000000Tfj24AC,2025-08-19T13:30:48.700636,Stressed,Minimalist,Active,Professional,Not Interested,Sony,London,Drawing,Going on first date at Italian restaurant tonight,synthetic_insights,Mansi Hegde,Mansi,Hegde,mansi.hegde@business.in,+918068397277
INSIGHT_0195,0PKKX000000Tfj24AC,2025-10-18T09:15:48.700636,Stressed,Tech Savvy,Active,Professional,Immediate,Sony,London,Drawing,Cooking class scheduled for Tuesday evening,synthetic_insights,Mansi Hegde,Mansi,Hegde,mansi.hegde@business.in,+918068397277
INSIGHT_0196,0PKKX000000Tfj24AC,2025-10-16T12:26:48.700636,Stressed,Connoisseur,Sedentary,Professional,Very High,Sony,London,Drawing,Book club meeting at local cafe tomorrow,synthetic_insights,Mansi Hegde,Mansi,Hegde,mansi.hegde@business.in,+918068397277
INSIGHT_0197,0PKKX000000Tfj24AC,2025-09-03T15:14:48.700636,Stressed,Connoisseur,Sedentary,Champion,Very High,Sony,London,Drawing,Scheduled car service appointment tomorrow,synthetic_insights,Mansi Hegde,Mansi,Hegde,mansi.hegde@business.in,+918068397277
INSIGHT_0198,0PKKX000000Tfj24AC,2025-10-03T20:33:48.700636,Stressed,Connoisseur,Sedentary,Champion,Low,Sony,London,Drawing,Zoom call with family overseas in evening,synthetic_insights,Mansi Hegde,Mansi,Hegde,mansi.hegde@business.in,+918068397277
INSIGHT_0199,0PKKX000000Tfj44AC,2025-10-26T18:33:48.700636,Excited,Connoisseur,Sedentary,Advanced,Tepid,Whole Foods,Portugal,Gardening,Flight to Hawaii departing in 3 days,synthetic_insights,Karan Tandon,Karan,Tandon,karan.tandon@company.com,+919032016772
INSIGHT_0200,0PKKX000000Tfj44AC,2025-10-25T07:47:48.700636,Angry,Connoisseur,Sedentary,Advanced,Very High,Whole Foods,Portugal,Gardening,Dental appointment scheduled for Thursday,synthetic_insights,Karan Tandon,Karan,Tandon,karan.tandon@company.com,+919032016772
INSIGHT_0201,0PKKX000000Tfj44AC,2025-10-19T06:01:48.700636,Angry,Connoisseur,Sedentary,Advanced,Researching,Whole Foods,Portugal,Gardening,Starting new diet plan from Monday,synthetic_insights,Karan Tandon,Karan,Tandon,karan.tandon@company.com,+919032016772
INSIGHT_0202,0PKKX000000Tfj44AC,2025-10-28T17:22:48.700636,Excited,Homebody,Sedentary,Advanced,Immediate,Whole Foods,Portugal,Gardening,Graduation ceremony next week,synthetic_insights,Karan Tandon,Karan,Tandon,karan.tandon@company.com,+919032016772
INSIGHT_0203,0PKKX000000Tfj44AC,2025-09-25T08:39:48.700636,Excited,Homebody,Active,Professional,Very High,Sony,Portugal,Gardening,Scheduled car service appointment tomorrow,synthetic_insights,Karan Tandon,Karan,Tandon,karan.tandon@company.com,+919032016772
INSIGHT_0204,0PKKX000000Tfj44AC,2025-08-05T12:02:48.700636,Excited,Homebody,Active,Professional,Researching,Sony,Portugal,Gardening,Zoom call with family overseas in evening,synthetic_insights,Karan Tandon,Karan,Tandon,karan.tandon@company.com,+919032016772
INSIGHT_0205,0PKKX000000TfiO4AS,2025-08-14T21:06:48.700636,Elated,Minimalist,Hypotensive,Elite,Considering,Bose,Los Angeles,Writing,Picking up new Tesla Model 3 from showroom today,synthetic_insights,Preeti Saxena,Preeti,Saxena,preeti.saxena@yahoo.com,+916307793233
INSIGHT_0206,0PKKX000000TfiO4AS,2025-08-14T01:25:48.700636,Elated,Traveller,Hypotensive,Elite,Low,Bose,Los Angeles,Writing,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Preeti Saxena,Preeti,Saxena,preeti.saxena@yahoo.com,+916307793233
INSIGHT_0207,0PKKX000000TfiO4AS,2025-08-31T04:05:48.700636,Elated,Traveller,Hypotensive,Elite,High,Bose,Los Angeles,Writing,Book club meeting at local cafe tomorrow,synthetic_insights,Preeti Saxena,Preeti,Saxena,preeti.saxena@yahoo.com,+916307793233
INSIGHT_0208,0PKKX000000Tfj74AC,2025-08-12T05:49:48.700636,Angry,Adventurer,Active,Advanced,Researching,Netflix,Portugal,Baking,Starting new diet plan from Monday,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0209,0PKKX000000Tfj74AC,2025-08-15T03:21:48.700636,Angry,Adventurer,Hypotensive,Advanced,Not Interested,Netflix,Portugal,Baking,Moving to new apartment this weekend,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0210,0PKKX000000Tfj74AC,2025-10-17T11:50:48.700636,Angry,Adventurer,Hypotensive,Advanced,Not Interested,Netflix,Portugal,Baking,Photography workshop this Saturday,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0211,0PKKX000000Tfj74AC,2025-09-06T11:34:48.700636,Angry,Adventurer,Hypotensive,Advanced,Immediate,Netflix,Portugal,Baking,Cooking class scheduled for Tuesday evening,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0212,0PKKX000000Tfj74AC,2025-09-20T13:55:48.700636,Angry,Minimalist,Hypotensive,Advanced,High,Netflix,Portugal,Baking,Scheduled car service appointment tomorrow,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0213,0PKKX000000Tfj74AC,2025-10-10T21:27:48.700636,Anxious,Minimalist,Hypotensive,Advanced,High,Netflix,Portugal,Baking,Zoom call with family overseas in evening,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0214,0PKKX000000Tfj74AC,2025-08-29T14:10:48.700636,Anxious,Tech Savvy,Hypotensive,Advanced,Considering,Netflix,Portugal,Baking,Attending friend's wedding ceremony this weekend,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0215,0PKKX000000Tfj74AC,2025-08-26T20:06:48.700636,Anxious,Tech Savvy,Hypertensive,Advanced,Low,Starbucks,Portugal,Baking,Starting new diet plan from Monday,synthetic_insights,Varsha Naik,Varsha,Naik,varsha.naik@enterprise.com,+917488201393
INSIGHT_0216,0PKKX000000TfjA4AS,2025-09-09T09:19:48.700636,Excited,Health Enthusiast,Athletic,Amateur,High,Netflix,Paris,Swimming,Graduation ceremony next week,synthetic_insights,Varsha Dhawan,Varsha,Dhawan,varsha.dhawan@gmail.com,+916284140495
INSIGHT_0217,0PKKX000000TfjA4AS,2025-08-11T00:06:48.700636,Excited,Health Enthusiast,Athletic,Amateur,Medium,Netflix,Paris,Swimming,Zoom call with family overseas in evening,synthetic_insights,Varsha Dhawan,Varsha,Dhawan,varsha.dhawan@gmail.com,+916284140495
INSIGHT_0218,0PKKX000000TfjA4AS,2025-10-07T08:41:48.700636,Happy,Health Enthusiast,Hypertensive,Amateur,Researching,Netflix,Paris,Swimming,Going on first date at Italian restaurant tonight,synthetic_insights,Varsha Dhawan,Varsha,Dhawan,varsha.dhawan@gmail.com,+916284140495
INSIGHT_0219,0PKKX000000TfjA4AS,2025-09-19T08:40:48.700636,Excited,Health Enthusiast,Fit,Amateur,High,Peloton,Paris,Swimming,Book club meeting at local cafe tomorrow,synthetic_insights,Varsha Dhawan,Varsha,Dhawan,varsha.dhawan@gmail.com,+916284140495
INSIGHT_0220,0PKKX000000TfjB4AS,2025-09-21T21:45:48.700636,Excited,Tech Savvy,Sedentary,Beginner,Medium,North Face,Thailand,Travel Blogging,Planning surprise anniversary dinner for spouse this weekend,synthetic_insights,Manoj Mehta,Manoj,Mehta,manoj.mehta@outlook.com,+918599112718
INSIGHT_0221,0PKKX000000TfjB4AS,2025-08-17T19:11:48.700636,Excited,Tech Savvy,Sedentary,Beginner,Researching,Garmin,Thailand,Travel Blogging,Surprise girlfriend with a birthday gift tomorrow,synthetic_insights,Manoj Mehta,Manoj,Mehta,manoj.mehta@outlook.com,+918599112718
INSIGHT_0222,0PKKX000000TfjB4AS,2025-08-09T04:13:48.700636,Frustrated,Tech Savvy,Sedentary,Beginner,High,Garmin,Thailand,Travel Blogging,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Manoj Mehta,Manoj,Mehta,manoj.mehta@outlook.com,+918599112718
INSIGHT_0223,0PKKX000000TfjB4AS,2025-10-12T06:41:48.700636,Frustrated,Tech Savvy,Sedentary,Beginner,Not Interested,Patagonia,Rome,Travel Blogging,Weekend getaway to wine country next month,synthetic_insights,Manoj Mehta,Manoj,Mehta,manoj.mehta@outlook.com,+918599112718
INSIGHT_0224,0PKKX000000TfjF4AS,2025-10-28T10:11:48.700636,Happy,Adventurer,Sick,Professional,Not Interested,Whole Foods,Greece,Singing,Baby shower for sister happening this Sunday,synthetic_insights,Dev Inamdar,Dev,Inamdar,dev.inamdar@tech.in,+918067758359
INSIGHT_0225,0PKKX000000TfjF4AS,2025-10-03T06:34:48.700636,Happy,Adventurer,Hypotensive,Professional,Low,Whole Foods,Greece,Singing,Marathon training run this Saturday at 6 AM,synthetic_insights,Dev Inamdar,Dev,Inamdar,dev.inamdar@tech.in,+918067758359
INSIGHT_0226,0PKKX000000TfjF4AS,2025-09-01T23:47:48.700636,Happy,Adventurer,Hypotensive,Professional,Tepid,Whole Foods,Greece,Singing,Cooking class scheduled for Tuesday evening,synthetic_insights,Dev Inamdar,Dev,Inamdar,dev.inamdar@tech.in,+918067758359
INSIGHT_0227,0PKKX000000TfjF4AS,2025-10-28T11:18:48.700636,Happy,Adventurer,Hypotensive,Professional,Very High,Whole Foods,Greece,Singing,Job interview scheduled for Monday morning,synthetic_insights,Dev Inamdar,Dev,Inamdar,dev.inamdar@tech.in,+918067758359
INSIGHT_0228,0PKKX000000TfjF4AS,2025-09-04T18:18:48.700636,Calm,Adventurer,Hypotensive,Professional,Medium,North Face,Greece,Singing,Gym membership renewal due next week,synthetic_insights,Dev Inamdar,Dev,Inamdar,dev.inamdar@tech.in,+918067758359
INSIGHT_0229,0PKKX000000TfjF4AS,2025-10-15T23:32:48.700636,Calm,Adventurer,Athletic,Professional,Very High,North Face,Greece,Singing,Baby shower for sister happening this Sunday,synthetic_insights,Dev Inamdar,Dev,Inamdar,dev.inamdar@tech.in,+918067758359
INSIGHT_0230,0PKKX000000TfjF4AS,2025-10-04T12:20:48.700636,Calm,Adventurer,Athletic,Professional,Immediate,North Face,Greece,Singing,Concert tickets for favorite band next Friday,synthetic_insights,Dev Inamdar,Dev,Inamdar,dev.inamdar@tech.in,+918067758359
INSIGHT_0231,0PKKX000000TfjL4AS,2025-10-19T16:49:48.700636,Calm,Health Enthusiast,Sedentary,Champion,Very High,Patagonia,London,Vlogging,Job interview scheduled for Monday morning,synthetic_insights,Priya Ahmed,Priya,Ahmed,priya.ahmed@business.in,+919686892168
INSIGHT_0232,0PKKX000000TfjL4AS,2025-08-30T02:53:48.700636,Calm,Health Enthusiast,Sedentary,Champion,Immediate,Patagonia,London,Vlogging,Cooking class scheduled for Tuesday evening,synthetic_insights,Priya Ahmed,Priya,Ahmed,priya.ahmed@business.in,+919686892168
INSIGHT_0233,0PKKX000000TfjL4AS,2025-09-21T04:52:48.700636,Calm,Health Enthusiast,Hypotensive,Champion,High,Patagonia,Amsterdam,Vlogging,Attending product demo at Apple Store tomorrow afternoon,synthetic_insights,Priya Ahmed,Priya,Ahmed,priya.ahmed@business.in,+919686892168
INSIGHT_0234,0PKKX000000TfjL4AS,2025-09-13T19:30:48.700636,Calm,Health Enthusiast,Stressed,Champion,Immediate,Patagonia,Amsterdam,Vlogging,Job interview scheduled for Monday morning,synthetic_insights,Priya Ahmed,Priya,Ahmed,priya.ahmed@business.in,+919686892168
INSIGHT_0235,0PKKX000000TfjL4AS,2025-10-10T11:33:48.700636,Calm,Health Enthusiast,Stressed,Champion,Very High,Patagonia,Amsterdam,Vlogging,Job interview scheduled for Monday morning,synthetic_insights,Priya Ahmed,Priya,Ahmed,priya.ahmed@business.in,+919686892168
INSIGHT_0236,0PKKX000000TfjL4AS,2025-10-21T04:53:48.700636,Elated,Connoisseur,Stressed,Champion,Immediate,Patagonia,Amsterdam,Vlogging,Meeting personal trainer for first session tomorrow,synthetic_insights,Priya Ahmed,Priya,Ahmed,priya.ahmed@business.in,+919686892168
INSIGHT_0237,0PKKX000000TfjL4AS,2025-08-23T05:05:48.700636,Sad,Connoisseur,Stressed,Amateur,Not Interested,Bose,Amsterdam,Vlogging,Birthday party tonight at favorite restaurant,synthetic_insights,Priya Ahmed,Priya,Ahmed,priya.ahmed@business.in,+919686892168
INSIGHT_0238,0PKKX000000TfjN4AS,2025-10-16T17:02:48.700636,Angry,Foodie,Sick,Rookie,Considering,Apple,Miami,Photography,Planning surprise anniversary dinner for spouse this weekend,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0239,0PKKX000000TfjN4AS,2025-09-04T01:44:48.700636,Angry,Traveller,Sick,Rookie,Not Interested,Apple,Miami,Photography,Watch Soccer match final with friends today,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0240,0PKKX000000TfjN4AS,2025-08-07T04:53:48.700636,Angry,Traveller,Sick,Intermediate,Very High,Apple,Miami,Photography,Expecting Amazon package delivery today,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0241,0PKKX000000TfjN4AS,2025-08-23T04:21:48.700636,Angry,Traveller,Sick,Intermediate,Not Interested,Apple,Miami,Photography,Weekend getaway to wine country next month,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0242,0PKKX000000TfjN4AS,2025-09-16T13:29:48.700636,Angry,Traveller,Sick,Beginner,Medium,Apple,Miami,Photography,Planning surprise anniversary dinner for spouse this weekend,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0243,0PKKX000000TfjN4AS,2025-09-02T03:11:48.700636,Angry,Traveller,Sick,Professional,High,Apple,Miami,Photography,Book club meeting at local cafe tomorrow,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0244,0PKKX000000TfjN4AS,2025-10-04T22:16:48.700636,Angry,Traveller,Healthy,Professional,Researching,Apple,Miami,Photography,Planning surprise anniversary dinner for spouse this weekend,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0245,0PKKX000000TfjN4AS,2025-08-16T02:11:48.700636,Angry,Traveller,Healthy,Professional,Tepid,Apple,Miami,Photography,Attending product demo at Apple Store tomorrow afternoon,synthetic_insights,Jatin Singh,Jatin,Singh,jatin.singh@company.com,+916834153758
INSIGHT_0246,0PKKX000000TfiQ4AS,2025-08-22T11:14:48.700636,Anxious,Homebody,Hypertensive,Amateur,Medium,Tesla,Singapore,Gardening,Attending product demo at Apple Store tomorrow afternoon,synthetic_insights,Ankita Wadhwa,Ankita,Wadhwa,ankita.wadhwa@gmail.com,+916793176787
INSIGHT_0247,0PKKX000000TfiQ4AS,2025-08-21T00:21:48.700636,Anxious,Homebody,Hypertensive,Amateur,Medium,Tesla,Singapore,Gardening,Weekend getaway to wine country next month,synthetic_insights,Ankita Wadhwa,Ankita,Wadhwa,ankita.wadhwa@gmail.com,+916793176787
INSIGHT_0248,0PKKX000000TfiQ4AS,2025-09-19T23:22:48.700636,Anxious,Homebody,Athletic,Amateur,Medium,Tesla,Singapore,Gardening,Planning surprise anniversary dinner for spouse this weekend,synthetic_insights,Ankita Wadhwa,Ankita,Wadhwa,ankita.wadhwa@gmail.com,+916793176787
INSIGHT_0249,0PKKX000000TfiQ4AS,2025-09-24T04:21:48.700636,Anxious,Homebody,Recovering,Amateur,Immediate,Fitbit,Singapore,Gardening,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Ankita Wadhwa,Ankita,Wadhwa,ankita.wadhwa@gmail.com,+916793176787
INSIGHT_0250,0PKKX000000TfiQ4AS,2025-10-21T15:59:48.700636,Anxious,Homebody,Athletic,Rookie,Researching,Fitbit,Singapore,Gardening,House closing scheduled for end of month,synthetic_insights,Ankita Wadhwa,Ankita,Wadhwa,ankita.wadhwa@gmail.com,+916793176787
INSIGHT_0251,0PKKX000000TfiQ4AS,2025-09-21T21:43:48.700636,Anxious,Homebody,Athletic,Champion,Researching,Fitbit,Singapore,Gardening,Flight to Hawaii departing in 3 days,synthetic_insights,Ankita Wadhwa,Ankita,Wadhwa,ankita.wadhwa@gmail.com,+916793176787
INSIGHT_0252,0PKKX000000TfiM4AS,2025-09-27T11:09:48.700636,Excited,Traveller,Active,Intermediate,Very High,Tesla,Singapore,Yoga,Birthday party tonight at favorite restaurant,synthetic_insights,Rahul Kulkarni,Rahul,Kulkarni,rahul.kulkarni@gmail.com,+916377814521
INSIGHT_0253,0PKKX000000TfiM4AS,2025-08-18T11:08:48.700636,Frustrated,Traveller,Sick,Intermediate,High,Tesla,Singapore,Yoga,Scheduled car service appointment tomorrow,synthetic_insights,Rahul Kulkarni,Rahul,Kulkarni,rahul.kulkarni@gmail.com,+916377814521
INSIGHT_0254,0PKKX000000TfiM4AS,2025-09-13T04:20:48.700636,Frustrated,Traveller,Sick,Intermediate,Considering,Tesla,Singapore,Yoga,Zoom call with family overseas in evening,synthetic_insights,Rahul Kulkarni,Rahul,Kulkarni,rahul.kulkarni@gmail.com,+916377814521
INSIGHT_0255,0PKKX000000TfiM4AS,2025-09-09T01:10:48.700636,Frustrated,Traveller,Sick,Intermediate,Researching,Tesla,Singapore,Yoga,Baby shower for sister happening this Sunday,synthetic_insights,Rahul Kulkarni,Rahul,Kulkarni,rahul.kulkarni@gmail.com,+916377814521
INSIGHT_0256,0PKKX000000TfiM4AS,2025-10-02T00:04:48.700636,Frustrated,Connoisseur,Sick,Intermediate,Immediate,Patagonia,Singapore,Yoga,Gym membership renewal due next week,synthetic_insights,Rahul Kulkarni,Rahul,Kulkarni,rahul.kulkarni@gmail.com,+916377814521
INSIGHT_0257,0PKKX000000Tfit4AC,2025-09-22T13:40:48.700636,Disgusted,Connoisseur,Stressed,Elite,Medium,BMW,Miami,Drawing,Moving to new apartment this weekend,synthetic_insights,Pallavi Chauhan,Pallavi,Chauhan,pallavi.chauhan@gmail.com,+916969761329
INSIGHT_0258,0PKKX000000Tfit4AC,2025-08-10T11:33:48.700636,Excited,Connoisseur,Stressed,Elite,High,BMW,Miami,Drawing,Meeting personal trainer for first session tomorrow,synthetic_insights,Pallavi Chauhan,Pallavi,Chauhan,pallavi.chauhan@gmail.com,+916969761329
INSIGHT_0259,0PKKX000000Tfit4AC,2025-10-20T13:52:48.700636,Excited,Connoisseur,Stressed,Elite,Researching,BMW,Miami,Drawing,Starting online MBA program next semester,synthetic_insights,Pallavi Chauhan,Pallavi,Chauhan,pallavi.chauhan@gmail.com,+916969761329
INSIGHT_0260,0PKKX000000Tfit4AC,2025-09-11T21:07:48.700636,Excited,Connoisseur,Stressed,Elite,Researching,BMW,Iceland,Drawing,Starting online MBA program next semester,synthetic_insights,Pallavi Chauhan,Pallavi,Chauhan,pallavi.chauhan@gmail.com,+916969761329
INSIGHT_0261,0PKKX000000Tfit4AC,2025-09-24T14:05:48.700636,Angry,Connoisseur,Stressed,Elite,Not Interested,BMW,Iceland,Drawing,Birthday party tonight at favorite restaurant,synthetic_insights,Pallavi Chauhan,Pallavi,Chauhan,pallavi.chauhan@gmail.com,+916969761329
INSIGHT_0262,0PKKX000000Tfit4AC,2025-08-30T23:38:48.700636,Angry,Connoisseur,Stressed,Elite,Researching,BMW,Iceland,Drawing,Marathon training run this Saturday at 6 AM,synthetic_insights,Pallavi Chauhan,Pallavi,Chauhan,pallavi.chauhan@gmail.com,+916969761329
INSIGHT_0263,0PKKX000000Tfiw4AC,2025-09-29T19:50:48.700636,Elated,Foodie,Stressed,Advanced,Very High,Trader Joes,Dubai,Vlogging,Zoom call with family overseas in evening,synthetic_insights,Jatin Hegde,Jatin,Hegde,jatin.hegde@outlook.com,+916403234331
INSIGHT_0264,0PKKX000000Tfiw4AC,2025-09-04T01:02:48.700636,Elated,Foodie,Stressed,Advanced,Researching,Trader Joes,Dubai,Vlogging,Photography workshop this Saturday,synthetic_insights,Jatin Hegde,Jatin,Hegde,jatin.hegde@outlook.com,+916403234331
INSIGHT_0265,0PKKX000000Tfiw4AC,2025-08-24T11:06:48.700636,Happy,Tech Savvy,Stressed,Advanced,Not Interested,Trader Joes,Dubai,Vlogging,House closing scheduled for end of month,synthetic_insights,Jatin Hegde,Jatin,Hegde,jatin.hegde@outlook.com,+916403234331
INSIGHT_0266,0PKKX000000Tfiw4AC,2025-09-14T22:58:48.700636,Happy,Tech Savvy,Stressed,Advanced,Very High,Trader Joes,Dubai,Vlogging,Gym membership renewal due next week,synthetic_insights,Jatin Hegde,Jatin,Hegde,jatin.hegde@outlook.com,+916403234331
INSIGHT_0267,0PKKX000000Tfiw4AC,2025-09-28T09:40:48.700636,Happy,Tech Savvy,Stressed,Champion,Low,Trader Joes,Dubai,Vlogging,Attending product demo at Apple Store tomorrow afternoon,synthetic_insights,Jatin Hegde,Jatin,Hegde,jatin.hegde@outlook.com,+916403234331
INSIGHT_0268,0PKKX000000Tfiw4AC,2025-10-03T02:16:48.700636,Happy,Health Enthusiast,Stressed,Champion,Tepid,Trader Joes,Dubai,Vlogging,Surprise girlfriend with a birthday gift tomorrow,synthetic_insights,Jatin Hegde,Jatin,Hegde,jatin.hegde@outlook.com,+916403234331
INSIGHT_0269,0PKKX000000Tfj04AC,2025-08-28T03:17:48.700636,Disgusted,Minimalist,Sick,Amateur,Low,Patagonia,Singapore,Running,Watch Soccer match final with friends today,synthetic_insights,Amit Rao,Amit,Rao,amit.rao@gmail.com,+919949067950
INSIGHT_0270,0PKKX000000Tfj04AC,2025-08-24T19:46:48.700636,Disgusted,Luxury Seeker,Sick,Amateur,High,Patagonia,Singapore,Running,Marathon training run this Saturday at 6 AM,synthetic_insights,Amit Rao,Amit,Rao,amit.rao@gmail.com,+919949067950
INSIGHT_0271,0PKKX000000Tfj04AC,2025-09-30T18:05:48.700636,Disgusted,Luxury Seeker,Sick,Amateur,High,Patagonia,Singapore,Running,Attending friend's wedding ceremony this weekend,synthetic_insights,Amit Rao,Amit,Rao,amit.rao@gmail.com,+919949067950
INSIGHT_0272,0PKKX000000Tfj14AC,2025-10-10T03:56:48.700636,Sad,Minimalist,Healthy,Professional,Tepid,Whole Foods,Singapore,Cycling,Graduation ceremony next week,synthetic_insights,Manish Hegde,Manish,Hegde,manish.hegde@business.in,+917654265627
INSIGHT_0273,0PKKX000000Tfj14AC,2025-09-01T02:41:48.700636,Sad,Minimalist,Hypertensive,Professional,Low,Whole Foods,Singapore,Cycling,Picking up new Tesla Model 3 from showroom today,synthetic_insights,Manish Hegde,Manish,Hegde,manish.hegde@business.in,+917654265627
INSIGHT_0274,0PKKX000000Tfj14AC,2025-09-17T22:39:48.700636,Sad,Minimalist,Hypertensive,Professional,Not Interested,Whole Foods,Thailand,Cycling,Zoom call with family overseas in evening,synthetic_insights,Manish Hegde,Manish,Hegde,manish.hegde@business.in,+917654265627
INSIGHT_0275,0PKKX000000Tfj14AC,2025-10-03T03:37:48.700636,Sad,Careerist,Hypertensive,Professional,Considering,Whole Foods,Thailand,Cycling,Zoom call with family overseas in evening,synthetic_insights,Manish Hegde,Manish,Hegde,manish.hegde@business.in,+917654265627
INSIGHT_0276,0PKKX000000Tfj34AC,2025-08-03T14:02:48.700636,Disgusted,Adventurer,Sick,Advanced,High,Lululemon,Bali,Gaming,Surprise girlfriend with a birthday gift tomorrow,synthetic_insights,Ankit Uppal,Ankit,Uppal,ankit.uppal@outlook.com,+917392347290
INSIGHT_0277,0PKKX000000Tfj34AC,2025-10-23T15:33:48.700636,Disgusted,Adventurer,Healthy,Advanced,Low,Lululemon,Bali,Gaming,Virtual yoga class starting in 2 hours,synthetic_insights,Ankit Uppal,Ankit,Uppal,ankit.uppal@outlook.com,+917392347290
INSIGHT_0278,0PKKX000000Tfj34AC,2025-08-12T21:19:48.700636,Frustrated,Adventurer,Healthy,Advanced,Very High,Lululemon,Bali,Gaming,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Ankit Uppal,Ankit,Uppal,ankit.uppal@outlook.com,+917392347290
INSIGHT_0279,0PKKX000000Tfj34AC,2025-08-21T18:20:48.700636,Angry,Adventurer,Healthy,Advanced,Considering,Apple,Bali,Gaming,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Ankit Uppal,Ankit,Uppal,ankit.uppal@outlook.com,+917392347290
INSIGHT_0280,0PKKX000000Tfj34AC,2025-10-06T00:29:48.700636,Angry,Health Enthusiast,Recovering,Intermediate,Medium,Apple,Bali,Gaming,Starting new diet plan from Monday,synthetic_insights,Ankit Uppal,Ankit,Uppal,ankit.uppal@outlook.com,+917392347290
INSIGHT_0281,0PKKX000000Tfj34AC,2025-10-30T14:02:48.700636,Angry,Health Enthusiast,Active,Intermediate,Very High,Apple,Bali,Gaming,Flight to Hawaii departing in 3 days,synthetic_insights,Ankit Uppal,Ankit,Uppal,ankit.uppal@outlook.com,+917392347290
INSIGHT_0282,0PKKX000000Tfj54AC,2025-08-26T21:24:48.700636,Frustrated,Luxury Seeker,Fit,Champion,High,Bose,Los Angeles,Cooking,Virtual yoga class starting in 2 hours,synthetic_insights,Dinesh Patil,Dinesh,Patil,dinesh.patil@yahoo.com,+917333840653
INSIGHT_0283,0PKKX000000Tfj54AC,2025-08-14T17:05:48.700636,Frustrated,Luxury Seeker,Fit,Champion,Low,Nike,Los Angeles,Cooking,Book club meeting at local cafe tomorrow,synthetic_insights,Dinesh Patil,Dinesh,Patil,dinesh.patil@yahoo.com,+917333840653
INSIGHT_0284,0PKKX000000Tfj54AC,2025-08-28T04:37:48.700636,Frustrated,Luxury Seeker,Fit,Champion,Researching,Nike,Los Angeles,Cooking,Scheduled car service appointment tomorrow,synthetic_insights,Dinesh Patil,Dinesh,Patil,dinesh.patil@yahoo.com,+917333840653
INSIGHT_0285,0PKKX000000Tfj54AC,2025-08-14T01:17:48.700636,Frustrated,Luxury Seeker,Sedentary,Champion,Researching,Nike,Los Angeles,Cooking,Birthday party tonight at favorite restaurant,synthetic_insights,Dinesh Patil,Dinesh,Patil,dinesh.patil@yahoo.com,+917333840653
